absolute_path,relative_path,rating
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0091.txt,data/1/0091.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0085.txt,data/1/0085.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0084.txt,data/1/0084.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0090.txt,data/1/0090.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0047.txt,data/1/0047.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0053.txt,data/1/0053.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0057.txt,data/1/0057.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0043.txt,data/1/0043.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0094.txt,data/1/0094.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0080.txt,data/1/0080.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0081.txt,data/1/0081.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0095.txt,data/1/0095.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0042.txt,data/1/0042.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0056.txt,data/1/0056.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0040.txt,data/1/0040.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0054.txt,data/1/0054.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0068.txt,data/1/0068.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0083.txt,data/1/0083.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0097.txt,data/1/0097.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0096.txt,data/1/0096.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0082.txt,data/1/0082.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0069.txt,data/1/0069.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0055.txt,data/1/0055.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0041.txt,data/1/0041.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0026.txt,data/1/0026.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0032.txt,data/1/0032.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0033.txt,data/1/0033.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0027.txt,data/1/0027.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0019.txt,data/1/0019.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0031.txt,data/1/0031.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0025.txt,data/1/0025.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0024.txt,data/1/0024.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0030.txt,data/1/0030.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0018.txt,data/1/0018.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0034.txt,data/1/0034.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0020.txt,data/1/0020.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0008.txt,data/1/0008.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0009.txt,data/1/0009.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0021.txt,data/1/0021.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0035.txt,data/1/0035.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0023.txt,data/1/0023.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0037.txt,data/1/0037.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0036.txt,data/1/0036.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/1/0022.txt,data/1/0022.txt,1
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0007.txt,data/2/0007.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0013.txt,data/2/0013.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0012.txt,data/2/0012.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0006.txt,data/2/0006.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0038.txt,data/2/0038.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0010.txt,data/2/0010.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0004.txt,data/2/0004.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0005.txt,data/2/0005.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0011.txt,data/2/0011.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0039.txt,data/2/0039.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0015.txt,data/2/0015.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0001.txt,data/2/0001.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0029.txt,data/2/0029.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0028.txt,data/2/0028.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0014.txt,data/2/0014.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0002.txt,data/2/0002.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0016.txt,data/2/0016.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0017.txt,data/2/0017.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0003.txt,data/2/0003.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0058.txt,data/2/0058.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0064.txt,data/2/0064.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0070.txt,data/2/0070.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0071.txt,data/2/0071.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0065.txt,data/2/0065.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0059.txt,data/2/0059.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0073.txt,data/2/0073.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0067.txt,data/2/0067.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0098.txt,data/2/0098.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0099.txt,data/2/0099.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0066.txt,data/2/0066.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0072.txt,data/2/0072.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0076.txt,data/2/0076.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0062.txt,data/2/0062.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0089.txt,data/2/0089.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0088.txt,data/2/0088.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0063.txt,data/2/0063.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0077.txt,data/2/0077.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0061.txt,data/2/0061.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0075.txt,data/2/0075.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0049.txt,data/2/0049.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0048.txt,data/2/0048.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0074.txt,data/2/0074.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0060.txt,data/2/0060.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0100.txt,data/2/0100.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0079.txt,data/2/0079.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0045.txt,data/2/0045.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0051.txt,data/2/0051.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0086.txt,data/2/0086.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0092.txt,data/2/0092.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0093.txt,data/2/0093.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0087.txt,data/2/0087.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0050.txt,data/2/0050.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0044.txt,data/2/0044.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0078.txt,data/2/0078.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0052.txt,data/2/0052.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0046.txt,data/2/0046.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0091.txt,data/2/0091.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0085.txt,data/2/0085.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0084.txt,data/2/0084.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0090.txt,data/2/0090.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0047.txt,data/2/0047.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0053.txt,data/2/0053.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0057.txt,data/2/0057.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0043.txt,data/2/0043.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0094.txt,data/2/0094.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0080.txt,data/2/0080.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0081.txt,data/2/0081.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0095.txt,data/2/0095.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0042.txt,data/2/0042.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0056.txt,data/2/0056.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0040.txt,data/2/0040.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0054.txt,data/2/0054.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0068.txt,data/2/0068.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0083.txt,data/2/0083.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0097.txt,data/2/0097.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0096.txt,data/2/0096.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0082.txt,data/2/0082.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0069.txt,data/2/0069.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0055.txt,data/2/0055.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0041.txt,data/2/0041.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0026.txt,data/2/0026.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0032.txt,data/2/0032.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0033.txt,data/2/0033.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0027.txt,data/2/0027.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0019.txt,data/2/0019.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0031.txt,data/2/0031.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0025.txt,data/2/0025.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0024.txt,data/2/0024.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0030.txt,data/2/0030.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0018.txt,data/2/0018.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0034.txt,data/2/0034.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0020.txt,data/2/0020.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0008.txt,data/2/0008.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0009.txt,data/2/0009.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0021.txt,data/2/0021.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0035.txt,data/2/0035.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0023.txt,data/2/0023.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0037.txt,data/2/0037.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0036.txt,data/2/0036.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/2/0022.txt,data/2/0022.txt,2
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0007.txt,data/3/0007.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0013.txt,data/3/0013.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0012.txt,data/3/0012.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0006.txt,data/3/0006.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0038.txt,data/3/0038.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0010.txt,data/3/0010.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0004.txt,data/3/0004.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0005.txt,data/3/0005.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0011.txt,data/3/0011.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0039.txt,data/3/0039.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0015.txt,data/3/0015.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0001.txt,data/3/0001.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0029.txt,data/3/0029.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0028.txt,data/3/0028.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0014.txt,data/3/0014.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0002.txt,data/3/0002.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0016.txt,data/3/0016.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0017.txt,data/3/0017.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0003.txt,data/3/0003.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0058.txt,data/3/0058.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0064.txt,data/3/0064.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0070.txt,data/3/0070.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0071.txt,data/3/0071.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0065.txt,data/3/0065.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0059.txt,data/3/0059.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0073.txt,data/3/0073.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0067.txt,data/3/0067.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0098.txt,data/3/0098.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0099.txt,data/3/0099.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0066.txt,data/3/0066.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0072.txt,data/3/0072.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0076.txt,data/3/0076.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0062.txt,data/3/0062.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0089.txt,data/3/0089.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0088.txt,data/3/0088.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0063.txt,data/3/0063.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0077.txt,data/3/0077.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0061.txt,data/3/0061.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0075.txt,data/3/0075.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0049.txt,data/3/0049.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0048.txt,data/3/0048.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0074.txt,data/3/0074.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0060.txt,data/3/0060.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0100.txt,data/3/0100.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0079.txt,data/3/0079.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0045.txt,data/3/0045.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0051.txt,data/3/0051.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0086.txt,data/3/0086.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0092.txt,data/3/0092.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0093.txt,data/3/0093.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0087.txt,data/3/0087.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0050.txt,data/3/0050.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0044.txt,data/3/0044.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0078.txt,data/3/0078.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0052.txt,data/3/0052.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0046.txt,data/3/0046.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0091.txt,data/3/0091.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0085.txt,data/3/0085.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0084.txt,data/3/0084.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0090.txt,data/3/0090.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0047.txt,data/3/0047.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0053.txt,data/3/0053.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0057.txt,data/3/0057.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0043.txt,data/3/0043.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0094.txt,data/3/0094.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0080.txt,data/3/0080.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0081.txt,data/3/0081.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0095.txt,data/3/0095.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0042.txt,data/3/0042.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0056.txt,data/3/0056.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0040.txt,data/3/0040.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0054.txt,data/3/0054.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0068.txt,data/3/0068.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0083.txt,data/3/0083.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0097.txt,data/3/0097.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0096.txt,data/3/0096.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0082.txt,data/3/0082.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0069.txt,data/3/0069.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0055.txt,data/3/0055.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0041.txt,data/3/0041.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0026.txt,data/3/0026.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0032.txt,data/3/0032.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0033.txt,data/3/0033.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0027.txt,data/3/0027.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0019.txt,data/3/0019.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0031.txt,data/3/0031.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0025.txt,data/3/0025.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0024.txt,data/3/0024.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0030.txt,data/3/0030.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0018.txt,data/3/0018.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0034.txt,data/3/0034.txt,3
/Users/wardonne/PycharmProjects/PP_2_Lab/data/3/0020.txt,data/3/0020.txt,3
